Employer_Name,EIN,State,Participants,Plan_Year,Plan_Name,Self_Insured,Market_Segment
"CHEWY, INC.",901020167,FL,20339.0,2024,CHEWY 401(K) PLAN,Y,Large (5K+)
BOARD OF TRUSTEES OF RETAIL WHOLESALE & DEPT STORE,630708442,AL,20336.0,2024,"RETAIL, WHOLESALE & DEPARTMENT STORE INTERNATIONAL UNION AND INDUSTRY PENSION FUND",Y,Large (5K+)
ROBERT BOSCH LLC,362903176,IL,20334.0,2024,BOSCH SAVINGS INCENTIVE PLAN,Y,Large (5K+)
SHERIFF RELIEF ASSOCIATION OF LOS ANGELES COUNTY,951217845,CA,20329.0,2024,SHERIFF'S RELIEF ASSOCIATION OF L.A. COUNTY WELFARE BENEFIT PLAN,Y,Large (5K+)
ESTES EXPRESS LINES,540492941,VA,20315.0,2024,ESTES EXPRESS LINES 401(K) RETIREMENT PLAN,Y,Large (5K+)
PERDUE FARMS INC,520888853,MD,20280.0,2024,THE PERDUE SAVINGS PLAN,Y,Large (5K+)
BMO FINANCIAL CORP.,510275712,IL,20258.0,2024,BMO U.S. SEVERANCE BENEFIT PLAN,Y,Large (5K+)
"BOARD OF TRUSTEES, NORTHWEST CARPENTERS VACATION PLAN",237163058,WA,20242.0,2024,NORTHWEST CARPENTERS VACATION PLAN,Y,Large (5K+)
ESSENTIA HEALTH,200360007,MN,20185.0,2024,ESSENTIA HEALTH RETIREMENT PLAN,Y,Large (5K+)
ALL METRO HEALTH CARE,841623916,NY,20152.0,2024,ALL METRO HEALTH CARE 401(K) PROFIT SHARING PLAN AND TRUST,Y,Large (5K+)
BLOOMBERG L.P.,133417984,NY,20114.0,2024,BLOOMBERG L.P. 401(K) PLAN,Y,Large (5K+)
SENTARA HEALTHCARE,521271901,VA,20082.0,2024,SENTARA HEALTHCARE FLEXIBLE BENEFITS PLAN,Y,Large (5K+)
"BOARD OF TRUSTEES, EIGHTH DISTRICT ELECTRICAL PENSION",846100393,NV,20078.0,2024,EIGHTH DISTRICT ELECTRICAL PENSION FUND,Y,Large (5K+)
WEYERHAEUSER COMPANY,910470860,WA,20057.0,2024,WEYERHAEUSER PENSION PLAN,Y,Large (5K+)
BOARD OF DIRECTORS PRODUCER-WRITERS GUILD OF AMERICA PENSION PLAN,952216351,CA,20053.0,2024,PRODUCER-WRITERS GUILD OF AMERICA PENSION PLAN,Y,Large (5K+)
UNION PACIFIC CORPORATION,132626465,NE,20034.0,2024,PENSION PLAN FOR SALARIED EMPLOYEES OF UNION PACIFIC CORPORATION & AFFILIATES,Y,Large (5K+)
"JACOBS TECHNOLOGY, INC.",620510412,TN,20006.0,2024,JACOBS TECHNOLOGY INC. EMPLOYEES' SAVINGS PLAN,Y,Large (5K+)
THE DUN & BRADSTREET CORPORATION,223725387,FL,20001.0,2024,THE DUN & BRADSTREET CORPORATION RETIREMENT ACCOUNT,Y,Large (5K+)
THE COCA-COLA BOTTLERS ASSOCIATION,580198280,GA,19979.0,2024,THE COCA-COLA BOTTLERS' ASSOCIATION 401(K) RETIREMENT SAVINGS PLAN,Y,Large (5K+)
"DURHAM SCHOOL SERVICES, L.P.",953320487,IL,19913.0,2024,NATIONAL EXPRESS SAFE HARBOR 401K PLAN,Y,Large (5K+)
"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",850097942,NM,19831.0,2024,NTESS SAVINGS AND INCOME PLAN,Y,Large (5K+)
"ADVOCATE AURORA HEALTH, INC.",824184596,IL,19831.0,2024,ADVOCATE AURORA HEALTH PENSION PLAN,Y,Large (5K+)
BOARD OF TRUSTEES - THE RETIREMENT PLAN OF THE AMALGAMATED INS. FUND,134920446,NY,19780.0,2024,THE RETIREMENT PLAN OF THE AMALGAMATED INSURANCE FUND,Y,Large (5K+)
LULULEMON ATHLETICA INC.,203842867,DE,19746.0,2024,LULULEMON SAVINGS PLAN,Y,Large (5K+)
FIRST-CITIZENS BANK & TRUST COMPANY,560223230,NC,19738.0,2024,FIRST-CITIZENS BANK & TRUST COMPANY 401(K) PLAN,Y,Large (5K+)
SUTTER BAY HOSPITALS,940562680,CA,19707.0,2024,SUTTER BAY OPERATING UNIT SELF-FUNDED HEALTH PLAN,Y,Large (5K+)
"UFP INDUSTRIES, INC",381465835,MI,19597.0,2024,"UFP INDUSTRIES, INC. EMPLOYEES' PROFIT SHARING AND 401(K) PLAN",Y,Large (5K+)
JACOBS ENGINEERING GROUP INC.,954081636,TX,19584.0,2024,INSURANCE PLAN - SELF FUNDED COMPONENTS,Y,Large (5K+)
"ASHLEY FURNITURE INDUSTRIES, LLC",391141201,WI,19571.0,2024,"ASHLEY FURNITURE INDUSTRIES, LLC PROFIT SHARING 401(K) PLAN",Y,Large (5K+)
"BOARD OF TRUSTEES, UNITED MINE WORK ERS OF AMERICA 1993 BENEFIT PLAN",521888497,DC,19526.0,2024,UNITED MINE WORKERS OF AMERICA 1993 BENEFIT PLAN,Y,Large (5K+)
BOARD OF TRUSTEES BOILERMAKERS NATIONAL ANNUITY,481029345,MO,19515.0,2024,BOILERMAKERS NATIONAL ANNUITY TRUST,Y,Large (5K+)
"ESTEE LAUDER, INC.",131871348,NY,19506.0,2024,THE ESTEE LAUDER COMPANIES 401(K) SAVINGS PLAN,Y,Large (5K+)
"DOMINION ENERGY, INC.",541229715,VA,19437.0,2024,DOMINION ENERGY 401(K) PLAN,Y,Large (5K+)
"PIEDMONT AIRLINES, INC.",520970090,MD,19403.0,2024,PIEDMONT AIRLINES INC. EMPLOYEE SAVINGS PLAN,Y,Large (5K+)
BOARD OF TRUSTEES RETIREMENT PLAN FOR HOSPITAL EMPLOYEES,942995676,CA,19350.0,2024,RETIREMENT PLAN FOR HOSPITAL EMPLOYEES,Y,Large (5K+)
TENNECO AUTOMOTIVE OPERATING COMPANY LLC,741933558,MI,19296.0,2024,TENNECO 401(K) INVESTMENT PLAN,Y,Large (5K+)
ARCTIC SLOPE REGIONAL CORPORATION,920044137,AK,19216.0,2024,ARCTIC SLOPE REGIONAL CORPORATION AND SUBSIDIARIES EMPLOYEES RETIREMENT PLAN,Y,Large (5K+)
SYNEOS HEALTH,330723120,NC,19192.0,2024,SYNEOS HEALTH SAVINGS AND RETIREMENT PLAN,Y,Large (5K+)
"COCA-COLA CONSOLIDATED, INC.",560950585,NC,19154.0,2024,"COCA-COLA CONSOLIDATED, INC. 401(K) PLAN",Y,Large (5K+)
"PHARMACEUTICAL PRODUCT DEVELOPMENT, LLC",561640186,NC,19063.0,2024,"PHARMACEUTICAL PRODUCT DEVELOPMENT, LLC RETIREMENT SAVINGS PLAN",Y,Large (5K+)
VISA INC.,260267673,CA,18967.0,2024,VISA 401K PLAN,Y,Large (5K+)
GLOBAL PAYMENTS INC.,582567903,GA,18906.0,2024,GLOBAL PAYMENTS INC. 401(K) PLAN,Y,Large (5K+)
CEDARS-SINAI MEDICAL CENTER,951644600,CA,18823.0,2024,CEDARS-SINAI DEFINED CONTRIBUTION,Y,Large (5K+)
HACKENSACK MERIDIAN HEALTH,223474145,NJ,18677.0,2024,CONSOLIDATED PENSION PLAN OF HACKENSACK MERIDIAN HEALTH,Y,Large (5K+)
"BOARD OF TRUSTEES, OE3 VACATION, HOLIDAY AND SICK PAY",816631261,CA,18660.0,2024,"OPERATING ENGINEERS LOCAL UNION NO. 3 VACATION, HOLIDAY AND SICK PAY TRUST FUND",Y,Large (5K+)
INTL PAINTERS & ALLIED TRADES IND. PENSION FUND-,526073909,MD,18644.0,2024,INTERNATIONAL PAINTERS AND ALLIED TRADES INDUSTRY ANNUITY PLAN,Y,Large (5K+)
TOPBUILD CORP.,473096382,FL,18537.0,2024,TOPBUILD CORP. 401(K) PLAN,Y,Large (5K+)
BRD OF TTEES UFCW LOCAL ONE PENSION FUND,166144007,NY,18493.0,2024,UFCW LOCAL ONE PENSION FUND,Y,Large (5K+)
"H&R BLOCK MANAGEMENT, LLC",431632589,MO,18487.0,2024,H & R BLOCK RETIREMENT SAVINGS PLAN,Y,Large (5K+)
AFFILIATED PHYSICIANS AND EMPLOYERS MASTER TRUST,456416517,NJ,18460.0,2024,THE AFFILIATED PHYSICIANS & EMPLOYERS HEALTH PLAN,Y,Large (5K+)
"ICON CLINICAL RESEARCH, LLC",232689156,PA,18265.0,2024,"ICON CLINICAL RESEARCH, LLC 401(K) PLAN",Y,Large (5K+)
"THE FINISH LINE, INC.",351537210,IN,18254.0,2024,"THE FINISH LINE, INC. PROFIT SHARING AND 401(K) PLAN",Y,Large (5K+)
"RIVIAN, LLC",844942307,CA,18244.0,2024,"RIVIAN, LLC 401(K) PLAN",Y,Large (5K+)
KEYCORP,346542451,OH,18243.0,2024,KEYCORP FLEXIBLE BENEFITS PLAN,Y,Large (5K+)
OSF HEALTHCARE SYSTEM,370813229,IL,18211.0,2024,OSF HEALTHCARE SYSTEM GROUP MEDICAL AND DENTAL PLAN,Y,Large (5K+)
"BRIGHTVIEW LANDSCAPES, LLC",421724313,PA,18112.0,2024,THE BRIGHTVIEW 401(K) PLAN,Y,Large (5K+)
"TOYOTA INDUSTRIES NORTH AMERICA, INC.",954842543,IN,18075.0,2024,TOYOTA INDUSTRIES NORTH AMERICA GROUP ASSOCIATES' 401(K) RETIREMENT PLAN,Y,Large (5K+)
"INGLES MARKETS, INCORPORATED",560846267,NC,18050.0,2024,"INGLES MARKETS, INCORPORATED INVESTMENT/PROFIT SHARING PLAN",Y,Large (5K+)
"MAIN LINE HEALTH, INC.",232331531,PA,18041.0,2024,"MAIN LINE HEALTH, INC. RETIREMENT INCOME PLAN",Y,Large (5K+)
"SKYWEST, INC.",870292166,UT,17960.0,2024,"SKYWEST, INC. EMPLOYEES' RETIREMENT PLAN",Y,Large (5K+)
"KOCH COMPANIES, LLC",992447784,KS,17947.0,2024,KOCH EMPLOYEES' SAVINGS PLAN,Y,Large (5K+)
ANDERSEN CORPORATION,410123208,MN,17900.0,2024,ANDERSEN 401K PLAN,Y,Large (5K+)
JOINT BOARD OF TRUSTEES OF NORTH CENTRAL STATES REGIONAL COUNCIL OF,396079856,WI,17877.0,2024,NORTH CENTRAL STATES REGIONAL COUNCIL OF CARPENTERS PENSION FUND,Y,Large (5K+)
DOLLAR GENERAL CORPORATION,610502302,TN,17865.0,2024,DOLLAR GENERAL TEXAS INJURY BENEFIT PLAN,Y,Large (5K+)
JOINT BOARD OF TRUSTEES OF MI REG COUNCIL OF CARPENTERS ANNUITY FUND,383240423,MI,17855.0,2024,MICHIGAN REGIONAL COUNCIL OF CARPENTERS' ANNUITY FUND,Y,Large (5K+)
"TECHTRONIC INDUSTRIES NORTH AMERICA, INC.",113693582,FL,17827.0,2024,TECHTRONIC INDUSTRIES 401(K) RETIREMENT PLAN,Y,Large (5K+)
THOMAS JEFFERSON UNIVERSITY,231352651,PA,17647.0,2024,JEFFERSON DEFINED BENEFIT PLAN,Y,Large (5K+)
THE HERTZ CORPORATION,131938568,FL,17642.0,2024,THE HERTZ CORPORATION ACCOUNT BALANCE DEFINED BENEFIT PENSION PLAN,Y,Large (5K+)
THE VITAMIN PATCH LLC,815307425,TX,17555.0,2024,THE VITAMIN PATCH LLC,Y,Large (5K+)
"UNITED NATURAL FOODS, INC.",50376157,RI,17553.0,2024,"UNITED NATURAL FOODS, INC. SEVERANCE PAY PLAN FOR NONUNION ASSOCIATES",Y,Large (5K+)
SUTTER VALLEY HOSPITALS,941156621,CA,17508.0,2024,SUTTER VALLEY OPERATING UNIT SELF-FUNDED HEALTH PLAN,Y,Large (5K+)
"CGI TECHNOLOGIES AND SOLUTIONS, INC.",540856778,VA,17495.0,2024,"CGI TECHNOLOGIES AND SOLUTIONS, INC. 401(K) SAVINGS PLAN",Y,Large (5K+)
KIMBERLY-CLARK CORPORATION,390394230,WI,17481.0,2024,KIMBERLY-CLARK CORPORATION 401(K) & PROFIT SHARING PLAN,Y,Large (5K+)
"SELECT REHABILITATION, LLC",371378417,IL,17480.0,2024,"SELECT REHABILITATION, LLC 401(K) PLAN AND TRUST",Y,Large (5K+)
"IKEA NORTH AMERICA SERVICES, LLC",233005722,PA,17455.0,2024,TACK,Y,Large (5K+)
"FIRSTSERVICE RESIDENTIAL, INC.",161682850,FL,17394.0,2024,FIRSTSERVICE RESIDENTIAL 401(K) PLAN,Y,Large (5K+)
BOEHRINGER INGELHEIM USA CORPORATION,743197526,CT,17363.0,2024,BOEHRINGER INGELHEIM USA CORPORATION & ITS AFFILIATES RETIREMENT PLAN,Y,Large (5K+)
"NORTHEAST GROCERY, INC.",863693178,NY,17295.0,2024,NORTHEAST GROCERY 401(K) PLAN,Y,Large (5K+)
AIRGAS INC.,560732648,PA,17289.0,2024,"AIRGAS, INC. SEVERANCE PAY PLAN",Y,Large (5K+)
"INTERNATIONAL UNION,SECURITY POLICE FIRE PROFESSIONALS OF AMERICA",381294556,MI,17263.0,2024,SECURITY POLICE FIRE PROFESSIONALS OF AMERICA RETIREMENT PLAN,Y,Large (5K+)
"UBER TECHNOLOGIES, INC.",452647441,CA,17233.0,2024,"UBER TECHNOLOGIES, INC. 401(K) PLAN",Y,Large (5K+)
TRUSTEES LOCAL 338 RETIREMENT FUND,136533678,NY,17233.0,2024,LOCAL 338 RETIREMENT FUND,Y,Large (5K+)
BD OF TRUSTEES SEIU AFFILIATES OFFICERS AND EMPLOYEES PENSION PLAN,520812348,DC,17199.0,2024,SEIU AFFILIATES OFFICERS AND EMPLOYEES PENSION PLAN,Y,Large (5K+)
"NYS CORRECTIONAL OFFICERS & POLICE BENEVOLENT ASSOCIATION, INC.",141802469,NY,17137.0,2024,NYSCOPBA LEGAL DEFENSE FUND,Y,Large (5K+)
HARTFORD FIRE INSURANCE COMPANY,60383750,CT,17122.0,2024,THE HARTFORD FIRE INSURANCE COMPANY EMPLOYEE MEDICAL AND DENTAL EXPENSE BENEFITS PLAN,Y,Large (5K+)
TRUSTEES OF MICHIGAN CONFERENCE OF TEAMSTERS WELFARE FUND,381328578,MI,17062.0,2024,MCTWF ACTIVES PLAN,Y,Large (5K+)
"RWJ BARNABAS HEALTH, INC.",222405279,NJ,16996.0,2024,RWJBARNABAS HEALTH RETIREMENT INCOME PLAN,Y,Large (5K+)
H E BUTT GROCERY COMPANY,740537175,TX,16982.0,2024,HEB HEALTH AND DEPENDENT CARE REIMBURSEMENT PLAN,Y,Large (5K+)
"KINDER MORGAN, INC.",800682103,TX,16966.0,2024,KINDER MORGAN SAVINGS PLAN,Y,Large (5K+)
TRAVEL + LEISURE CO.,200052541,FL,16956.0,2024,TRAVEL + LEISURE CO. EMPLOYEE SAVINGS PLAN,Y,Large (5K+)
"LEGENDS HOSPITALITY, LLC",263393272,NY,16818.0,2024,LEGENDS 401(K) PROFIT SHARING PLAN,Y,Large (5K+)
PACIFIC MARITIME ASSOCIATION,941126322,CA,16724.0,2024,PACIFIC MARITIME ASSOCIATION VACATION BENEFIT PLAN,Y,Large (5K+)
"CORNERSTONE BUILDING BRANDS, INC.",760127701,TX,16713.0,2024,CORNERSTONE BUILDING BRANDS 401(K) PROFIT SHARING PLAN,Y,Large (5K+)
AMGEN INC.,953540776,CA,16702.0,2024,AMGEN INC. RETIREE MEDICAL SAVINGS ACCOUNT PLAN,Y,Large (5K+)
CORNING INCORPORATED,160393470,NY,16699.0,2024,CORNING INCORPORATED INVESTMENT PLAN,Y,Large (5K+)
BOARD OF TRUSTEES OF THE HOTEL INDUSTRY-ILWU PENSION PLAN,996027621,HI,16678.0,2024,HOTEL INDUSTRY-ILWU PENSION PLAN,Y,Large (5K+)
"TURNER INDUSTRIES GROUP, LLC",721513047,LA,16664.0,2024,TURNER INDUSTRIES 401K PLAN,Y,Large (5K+)
"WELLPATH HOLDINGS, INC.",831316669,TN,16627.0,2024,WELLPATH 401(K) PLAN,Y,Large (5K+)
PREMIER HEALTH PARTNERS,311446699,OH,16604.0,2024,PREMIER HEALTH PARTNERS EMPLOYEES RETIREMENT PLAN,Y,Large (5K+)
"WARNER BROS. DISCOVERY, INC.",352333914,NY,16604.0,2024,"WARNER BROS. DISCOVERY, INC. US SEVERANCE PLAN",Y,Large (5K+)
"ARAMARK SERVICES, INC.",952051630,PA,16573.0,2024,"ARAMARK SERVICES, INC. SEVERANCE PAY PLAN",Y,Large (5K+)
"DELTA PILOTS MUTUAL AID, INC.",582308503,GA,16565.0,2024,DELTA PILOTS MUTUAL AID,Y,Large (5K+)
"SIX CONTINENTS HOTELS, INC.",582283470,GA,16545.0,2024,IHG 401(K) SAVINGS AND RETIREMENT PLAN,Y,Large (5K+)
"NFI INDUSTRIES, INC.",222543994,NJ,16539.0,2024,"NFI INDUSTRIES, INC. EMPLOYEE RETIREMENT SAVINGS PLAN",Y,Large (5K+)
LVMH INC.,133870253,NY,16526.0,2024,LVMH AFFILIATES' 401(K) PLAN,Y,Large (5K+)
PACIFIC MARITIME ASSOCIATION,942914940,CA,16515.0,2024,PACIFIC MARITIME ASSOCIATION PAID HOLIDAY PLAN,Y,Large (5K+)
"QUESTCO HOLDINGS, INC.",812333797,TX,16501.0,2024,QUESTCO COMPANIES RETIREMENT PLAN,Y,Large (5K+)
BOARD OF TRUSTEES SEAFARERS PENSION PLAN,136100329,MD,16490.0,2024,SEAFARERS PENSION PLAN,Y,Large (5K+)
NVIDIA CORPORATION,943177549,CA,16378.0,2024,NVIDIA CORPORATION 401(K) PLAN,Y,Large (5K+)
BECHTEL GLOBAL CORPORATION,800848899,AZ,16374.0,2024,BECHTEL TRUST & THRIFT PLAN,Y,Large (5K+)
"ALBERTSONS COMPANIES, INC.",474376911,ID,16373.0,2024,"ALBERTSONS COMPANIES, INC. TEXAS WORKPLACE INJURT BENEFIT PLAN",Y,Large (5K+)
IAC INC.,843727412,NY,16356.0,2024,IAC INC. RETIREMENT SAVINGS PLAN,Y,Large (5K+)
"PENSKE AUTOMOTIVE GROUP, INC.",223086739,MI,16345.0,2024,PENSKE AUTOMOTIVE GROUP 401(K) SAVINGS AND RETIREMENT PLAN,Y,Large (5K+)
DART CONTAINER OF MICHIGAN LLC,61720526,MI,16342.0,2024,DART CONTAINER CORPORATION EMPLOYEES' 401(K) PLUS PLAN,Y,Large (5K+)
BAPTIST HEALTH,710236856,AR,16314.0,2024,BAPTIST HEALTH 403(B) PLAN,Y,Large (5K+)
WEST VIRGINIA LABORERS,550772123,WV,16307.0,2024,WEST VIRGINIA LABORERS PROFIT SHARING PLAN,Y,Large (5K+)
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,520741336,VA,16274.0,2024,RETIREMENT&SECURITY PROGRAM FOR EMPLOYEES OF NTCA AND ITS MEMBERS,Y,Large (5K+)
TRUSTEES OF SEIU LOCAL NO. 4 PENSION FUND,364198045,IL,16252.0,2024,SEIU LOCAL NO. 4 PENSION FUND,Y,Large (5K+)
GE HEALTHCARE TECHNOLOGIES INC.,882515116,IL,16232.0,2024,GE HEALTHCARE EMERGENCY AND FAMILY AID PLAN,Y,Large (5K+)
GENERAL ATOMICS,953735102,CA,16186.0,2024,GENERAL ATOMICS 401(K) RETIREMENT SAVINGS PLAN,Y,Large (5K+)
"HOSPITAL HOUSEKEEPING SYSTEMS, LLC",742983259,TX,16153.0,2024,HOSPITAL HOUSEKEEPING SYSTEMS 401(K) BENEFIT PLAN,Y,Large (5K+)
NOV INC.,760475815,TX,16148.0,2024,NOV INC. 401(K) PLAN,Y,Large (5K+)
BRUNSWICK CORPORATION,360848180,IL,16147.0,2024,BRUNSWICK REWARDS PLAN,Y,Large (5K+)
TE CONNECTIVITY CORPORATION,230332575,PA,16137.0,2024,TE CONNECTIVITY RETIREMENT SAVINGS AND INVESTMENT PLAN,Y,Large (5K+)
"BARNES & NOBLE, INC.",61196501,NY,16118.0,2024,BARNES & NOBLE 401(K) PLAN,Y,Large (5K+)
ILLINOIS TOOL WORKS INC.,361258310,IL,16105.0,2024,ILLINOIS TOOL WORKS INC. SEPARATION PAY PLAN,Y,Large (5K+)
"HOBBY LOBBY STORES, INC.",731032203,OK,16095.0,2024,"HOBBY LOBBY STORES, INC. MEDICAL & DENTAL PLAN",Y,Large (5K+)
"BELLSOUTH, LLC",581533433,TX,16093.0,2024,BELLSOUTH SAVINGS AND SECURITY PLAN,Y,Large (5K+)
"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I.",390273710,WI,16085.0,2024,AMERICAN FAMILY PENSION PLAN,Y,Large (5K+)
WELLS FARGO & COMPANY,410449260,CA,16059.0,2024,WELLS FARGO TEXAS INJURY BENEFIT PLAN,Y,Large (5K+)
"GIANT EAGLE, INC.",250698270,PA,16059.0,2024,"GIANT EAGLE, INC. EMPLOYEE SAVINGS PLAN",Y,Large (5K+)
QUIKTRIP CORPORATION,730675375,OK,16054.0,2024,QUIKTRIP CORPORATION RETIREMENT PLAN,Y,Large (5K+)
STANTEC CONSULTING SERVICES INC.,112167170,AZ,16026.0,2024,STANTEC 401(K) PLAN,Y,Large (5K+)
PHILLIPS 66 COMPANY,371652702,TX,15950.0,2024,PHILLIPS 66 RETIREMENT PLAN,Y,Large (5K+)
"PAYPAL HOLDINGS, INC.",472989869,CA,15948.0,2024,PAYPAL 401(K) SAVINGS PLAN,Y,Large (5K+)
ROCHESTER GENERAL HEALTH SYSTEM,222551509,NY,15903.0,2024,ROCHESTER GENERAL HEALTH SYSTEM EMPLOYEE RETIREMENT PLAN,Y,Large (5K+)
BD OF TRUSTEES LOCAL 705 I.B. OF T. PENSION TRUST FUND,366492502,IL,15902.0,2024,LOCAL 705 INT'L BROTHERHOOD OF TEAMSTERS PENSION TR. FD.,Y,Large (5K+)
"SAVANNAH RIVER NUCLEAR SOLUTIONS, LLC",611565172,SC,15901.0,2024,"THE SAVANNAH RIVER NUCLEAR SOLUTIONS, LLC MULTIPLE EMPLOYER PENSION PLAN",Y,Large (5K+)
ALLY FINANCIAL INC.,380572512,MI,15893.0,2024,ALLY FINANCIAL INC. RETIREMENT SAVINGS PLAN,Y,Large (5K+)
SAINT LUKE'S HEALTH SYSTEM,431747502,MO,15891.0,2024,SAINT LUKE'S 403(B) PLAN,Y,Large (5K+)
SCHLUMBERGER TECHNOLOGY CORPORATION,221692661,TX,15832.0,2024,SCHLUMBERGER TECHNOLOGY CORPORATION PENSION PLAN,Y,Large (5K+)
SPARC GROUP LLC,813795831,NJ,15816.0,2024,THE SPARC GROUP LLC 401(K) INVESTMENT AND SAVINGS PLAN,Y,Large (5K+)
VALVOLINE INC.,300939371,KY,15760.0,2024,VALVOLINE 401(K) PLAN,Y,Large (5K+)
NCR VOYIX CORPORATION,310387920,GA,15725.0,2024,NCR VOYIX SAVINGS PLAN,Y,Large (5K+)
"KBRWYLE TECHNOLOGY SOLUTIONS, LLC",520741967,TX,15724.0,2024,KBRWYLE TECHNOLOGY 401(K) PLAN,Y,Large (5K+)
NUTRIEN US LLC,911589568,CO,15690.0,2024,NUTRIEN 401(K) RETIREMENT PLAN,Y,Large (5K+)
"MEIJER, INC.",381274536,MI,15684.0,2024,MEIJER OMP PENSION PLAN,Y,Large (5K+)
"BROWN & BROWN, INC.",590864469,FL,15675.0,2024,"BROWN & BROWN, INC EMPLOYEE SAVINGS PLAN",Y,Large (5K+)
LOS ANGELES POLICE RELIEF ASSN INC,951660854,CA,15668.0,2024,LOS ANGELES POLICE RELIEF ASSN INC,Y,Large (5K+)
BOARD OF TRUSTEES OF MINNESOTA LABORERS VACATION FUND,416187747,MN,15652.0,2024,MINNESOTA LABORERS VACATION FUND,Y,Large (5K+)
BOARD OF TRUSTEES - INDIANA LABORERS DC PLAN,465396452,IN,15644.0,2024,INDIANA LABORERS DEFINED CONTRIBUTION TRUST FUND,Y,Large (5K+)
FLUOR CORPORATION,330927079,TX,15640.0,2024,FLUOR CORPORATION EMPLOYEES SAVINGS INVESTMENT PLAN,Y,Large (5K+)
BOARD OF TRUSTEES INDIANA STATE COUNCIL OF CARPENTERS PENSION FUND,356060378,MI,15601.0,2024,INDIANA STATE COUNCIL OF CARPENTERS PENSION FUND,Y,Large (5K+)
"LOOMIS ARMORED US, LLC",750117200,TX,15582.0,2024,LOOMIS 401(K) PRE-TAX SAVINGS PLAN,Y,Large (5K+)
MANTECH INTERNATIONAL CORPORATION,221852179,VA,15538.0,2024,MANTECH INTERNATIONAL 401(K) PLAN,Y,Large (5K+)
"C.H. ROBINSON COMPANY, INC.",411956721,MN,15536.0,2024,ROBINSON COMPANIES RETIREMENT PLAN,Y,Large (5K+)
"PAYCHEX, INC.",161124166,NY,15522.0,2024,"PAYCHEX, INC. SEVERANCE PLAN",Y,Large (5K+)
"CARVANA, LLC",454788036,AZ,15504.0,2024,"CARVANA, LLC 401(K) PLAN",Y,Large (5K+)
"QUAD/GRAPHICS, INC.",391152983,WI,15486.0,2024,QUAD/GRAPHICS DIVERSIFIED PLAN,Y,Large (5K+)
DANAHER CORPORATION,591995548,DC,15480.0,2024,DANAHER CORPORATION & SUBSIDIARIES SEVERANCE PLAN,Y,Large (5K+)
"TRILOGY MANAGEMENT SERVICES, LLC",320381871,KY,15480.0,2024,"TRILOGY MANAGEMENT SERVICES, LLC RETIREMENT SAVINGS PLAN",Y,Large (5K+)
HALLIBURTON COMPANY,752677995,TX,15433.0,2024,HALLIBURTON COMPANY SEVERANCE BENEFIT PLAN,Y,Large (5K+)
THE NEIMAN MARCUS GROUP LLC,954119509,TX,15348.0,2024,THE NEIMAN MARCUS GROUP LLC RETIREMENT SAVINGS PLAN,Y,Large (5K+)
SONOCO PRODUCTS COMPANY,570248420,SC,15344.0,2024,SONOCO RETIREMENT & SAVINGS PLAN,Y,Large (5K+)
"GILEAD SCIENCES, INC.",943047598,CA,15334.0,2024,GILEAD SCIENCES 401(K) PLAN,Y,Large (5K+)
SPACE EXPLORATION TECHNOLOGIES CORP.,10627671,CA,15324.0,2024,SPACE EXPLORATION TECHNOLOGIES 401(K) PLAN,Y,Large (5K+)
SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,951750445,CA,15307.0,2024,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP TAX SAVINGS RETIREMENT PLAN,Y,Large (5K+)
SEATTLE CHILDRENS HEALTHCARE SYSTEM,911250116,WA,15281.0,2024,SEATTLE CHILDREN'S HEALTHCARE SYSTEM EMPLOYEES RETIREMENT PLAN,Y,Large (5K+)
"AMERICAN AIRLINES, INC. -BENEFITS",131502798,TX,15269.0,2024,"AMERICAN AIRLINES, INC. 2023 PILOT LONG TERM DISABILITY PLAN",Y,Large (5K+)
ALLINA HEALTH SYSTEM,363261413,MN,15261.0,2024,ALLINA HEALTH SEVERANCE PAY PLAN,Y,Large (5K+)
RBC USA HOLDCO CORPORATION,200563684,MN,15250.0,2024,RBC- U.S.A. RETIREMENT AND SAVINGS PLAN,Y,Large (5K+)
"OAK CREST VILLAGE, INC.",521874053,MD,15246.0,2024,ERICKSON COMMUNITY 401(K) PLAN,Y,Large (5K+)
ENERGY TRANSFER LP,300108820,TX,15235.0,2024,ENERGY TRANSFER LP 401(K) PLAN,Y,Large (5K+)
BOARD OF TRUSTEES 32BJ NORTH PENSION FUND,131819138,NY,15235.0,2024,32BJ NORTH PENSION FUND,Y,Large (5K+)
RALPH LAUREN CORPORATION,132622036,NJ,15230.0,2024,RALPH LAUREN CORPORATION 401(K) PLAN,Y,Large (5K+)
"SABER HEALTHCARE GROUP, L.L.C",20542620,OH,15223.0,2024,SABER HEALTHCARE 401(K) PROFIT SHARING PLAN,Y,Large (5K+)
REPUBLIC NATIONAL DISTRIBUTING COMPANY,205543506,GA,15199.0,2024,REPUBLIC NATIONAL 401(K) PLAN,Y,Large (5K+)
